CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
160;MT;60253.0;D;17.0;0;;1.25005;2.00509;0.17589;AZUL;63;0
160;MT;60253.0;D;17.0;0;;1.25005;2.00509;0.17589;ROSA;64;0
160;MT;59491.0;B;;0;;2.96596;2.25354;0.09561;AMARELO;77;0
160;MT;57736.0;E;;0;;2.22195;2.10108;0.11725;CINZA;78;0
160;MT;59491.0;B;;0;;2.96596;2.25354;0.09561;AZUL;79;0
160;MT;59385.0;E;;0;;2.38094;2.35434;0.21459;ROSA;80;0
161;MT;60253.0;D;17.0;0;;1.25005;2.00509;0.17589;AMARELO;61;0
161;MT;60252.0;D;28.0;0;;1.98315;2.70571;0.21033;CINZA;62;0
161;MT;60252.0;D;28.0;0;;1.98315;2.70571;0.21033;AZUL;63;0
161;MT;60254.0;A;16.0;0;;2.32988;2.23435;0.20364;ROSA;64;0
161;MT;59385.0;E;;0;;2.38094;2.35434;0.21459;AMARELO;77;0
161;MT;59385.0;E;;0;;2.38094;2.35434;0.21459;CINZA;78;0
161;MT;57736.0;E;;0;;2.22195;2.10108;0.11725;AZUL;79;0
161;MT;57736.0;E;;0;;2.22195;2.10108;0.11725;ROSA;80;0
162;MT;60254.0;A;16.0;0;;2.32988;2.23435;0.20364;AMARELO;61;0
162;MT;60254.0;A;16.0;0;;2.32988;2.23435;0.20364;CINZA;62;0
162;MT;60254.0;A;16.0;0;;2.32988;2.23435;0.20364;AZUL;63;0
162;MT;60252.0;D;28.0;0;;1.98315;2.70571;0.21033;ROSA;64;0
162;MT;58787.0;E;;0;;1.2893;1.80096;0.10478;AMARELO;77;0
162;MT;58787.0;E;;0;;1.2893;1.80096;0.10478;CINZA;78;0
162;MT;58787.0;E;;0;;1.2893;1.80096;0.10478;AZUL;79;0
162;MT;58787.0;E;;0;;1.2893;1.80096;0.10478;ROSA;80;0
163;MT;60255.0;B;12.0;0;;2.62945;1.81383;0.20231;AMARELO;61;0
163;MT;60255.0;B;12.0;0;;2.62945;1.81383;0.20231;CINZA;62;0
163;MT;60255.0;B;12.0;0;;2.62945;1.81383;0.20231;AZUL;63;0
163;MT;60255.0;B;12.0;0;;2.62945;1.81383;0.20231;ROSA;64;0
163;MT;58334.0;A;;0;;2.10255;2.18126;0.14632;AMARELO;77;0
163;MT;58334.0;A;;0;;2.10255;2.18126;0.14632;CINZA;78;0
163;MT;58334.0;A;;0;;2.10255;2.18126;0.14632;AZUL;79;0
163;MT;58334.0;A;;0;;2.10255;2.18126;0.14632;ROSA;80;0
164;MT;58815.0;E;8.0;0;;1.69212;1.72672;0.15858;AMARELO;61;0
164;MT;58815.0;E;8.0;0;;1.69212;1.72672;0.15858;CINZA;62;0
164;MT;58815.0;E;8.0;0;;1.69212;1.72672;0.15858;AZUL;63;0
164;MT;58815.0;E;8.0;0;;1.69212;1.72672;0.15858;ROSA;64;0
164;MT;58621.0;D;;0;;2.21315;2.35027;0.20782;AMARELO;77;0
164;MT;57742.0;C;;0;;1.13695;2.25067;0.14845;CINZA;78;0
164;MT;58621.0;D;;0;;2.21315;2.35027;0.20782;AZUL;79;0
164;MT;58621.0;D;;0;;2.21315;2.35027;0.20782;ROSA;80;0
165;MT;60256.0;B;6.0;0;;1.07373;2.92781;0.21556;AMARELO;61;0
165;MT;60257.0;A;2.0;0;;1.98397;2.6823;0.19702;CINZA;62;0
165;MT;60257.0;A;2.0;0;;1.98397;2.6823;0.19702;AZUL;63;0
165;MT;60257.0;A;2.0;0;;1.98397;2.6823;0.19702;ROSA;64;0
165;MT;57742.0;C;;0;;1.13695;2.25067;0.14845;AMARELO;77;0
165;MT;58621.0;D;;0;;2.21315;2.35027;0.20782;CINZA;78;0
165;MT;57742.0;C;;0;;1.13695;2.25067;0.14845;AZUL;79;0
165;MT;57742.0;C;;0;;1.13695;2.25067;0.14845;ROSA;80;0
166;MT;60257.0;A;2.0;0;;1.98397;2.6823;0.19702;AMARELO;61;0
166;MT;60256.0;B;6.0;0;;1.07373;2.92781;0.21556;CINZA;62;0
166;MT;60256.0;B;6.0;0;;1.07373;2.92781;0.21556;AZUL;63;0
166;MT;60256.0;B;6.0;0;;1.07373;2.92781;0.21556;ROSA;64;0
166;MT;59358.0;C;;0;;1.47573;2.32977;0.1993;AMARELO;77;0
166;MT;59358.0;C;;0;;1.47573;2.32977;0.1993;CINZA;78;0
166;MT;59014.0;C;;0;;2.19295;2.05009;0.33483;AZUL;79;0
166;MT;59014.0;C;;0;;2.19295;2.05009;0.33483;ROSA;80;0
167;MT;60258.0;D;27.0;0;;2.69948;2.61663;0.21668;AMARELO;61;0
167;MT;60259.0;E;25.0;0;;4.03232;2.25593;0.08861;CINZA;62;0
167;MT;60259.0;E;25.0;0;;4.03232;2.25593;0.08861;AZUL;63;0
167;MT;60259.0;E;25.0;0;;4.03232;2.25593;0.08861;ROSA;64;0
167;MT;58985.0;C;;0;;3.3623;2.02695;0.1874;AMARELO;77;0
167;MT;58985.0;C;;0;;3.3623;2.02695;0.1874;CINZA;78;0
167;MT;58985.0;C;;0;;3.3623;2.02695;0.1874;AZUL;79;0
167;MT;58985.0;C;;0;;3.3623;2.02695;0.1874;ROSA;80;0
168;MT;60259.0;E;25.0;0;;4.03232;2.25593;0.08861;AMARELO;61;0
168;MT;60258.0;D;27.0;0;;2.69948;2.61663;0.21668;CINZA;62;0
168;MT;60258.0;D;27.0;0;;2.69948;2.61663;0.21668;AZUL;63;0
168;MT;60258.0;D;27.0;0;;2.69948;2.61663;0.21668;ROSA;64;0
168;MT;59014.0;C;;0;;2.19295;2.05009;0.33483;AMARELO;77;0
168;MT;58810.0;B;;0;;2.02128;2.33633;0.20112;CINZA;78;0
168;MT;59358.0;C;;0;;1.47573;2.32977;0.1993;AZUL;79;0
168;MT;58810.0;B;;0;;2.02128;2.33633;0.20112;ROSA;80;0
169;MT;59010.0;D;18.0;0;;1.96538;1.94141;0.18386;AMARELO;61;0
169;MT;59010.0;D;18.0;0;;1.96538;1.94141;0.18386;CINZA;62;0
169;MT;59010.0;D;18.0;0;;1.96538;1.94141;0.18386;AZUL;63;0
169;MT;59010.0;D;18.0;0;;1.96538;1.94141;0.18386;ROSA;64;0
169;MT;58810.0;B;;0;;2.02128;2.33633;0.20112;AMARELO;77;0
169;MT;59014.0;C;;0;;2.19295;2.05009;0.33483;CINZA;78;0
169;MT;58810.0;B;;0;;2.02128;2.33633;0.20112;AZUL;79;0
169;MT;59358.0;C;;0;;1.47573;2.32977;0.1993;ROSA;80;0
170;MT;60260.0;B;14.0;0;;3.68279;2.86692;0.22261;AMARELO;61;0
170;MT;60260.0;B;14.0;0;;3.68279;2.86692;0.22261;CINZA;62;0
170;MT;60263.0;E;4.0;0;;2.66774;2.75397;0.16322;AZUL;63;0
170;MT;60263.0;E;4.0;0;;2.66774;2.75397;0.16322;ROSA;64;0
170;MT;58798.0;B;;0;;1.77715;2.47776;0.12886;AMARELO;77;0
170;MT;59428.0;D;;0;;2.34628;2.38162;0.19099;CINZA;78;0
170;MT;59428.0;D;;0;;2.34628;2.38162;0.19099;AZUL;79;0
170;MT;59428.0;D;;0;;2.34628;2.38162;0.19099;ROSA;80;0
171;MT;60261.0;C;30.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AMARELO;61;0
171;MT;60261.0;C;30.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;CINZA;62;0
171;MT;60261.0;C;30.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AZUL;63;0
171;MT;60261.0;C;30.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;ROSA;64;0
171;MT;59428.0;D;;0;;2.34628;2.38162;0.19099;AMARELO;77;0
171;MT;58798.0;B;;0;;1.77715;2.47776;0.12886;CINZA;78;0
171;MT;58798.0;B;;0;;1.77715;2.47776;0.12886;AZUL;79;0
171;MT;58798.0;B;;0;;1.77715;2.47776;0.12886;ROSA;80;0
172;MT;60262.0;C;25.0;0;;1.05092;4.28177;0.21068;AMARELO;61;0
172;MT;60262.0;C;25.0;0;;1.05092;4.28177;0.21068;CINZA;62;0
172;MT;60262.0;C;25.0;0;;1.05092;4.28177;0.21068;AZUL;63;0
172;MT;60262.0;C;25.0;0;;1.05092;4.28177;0.21068;ROSA;64;0
172;MT;58786.0;E;;0;;2.65625;2.43809;0.16532;AMARELO;77;0
172;MT;58786.0;E;;0;;2.65625;2.43809;0.16532;CINZA;78;0
172;MT;58786.0;E;;0;;2.65625;2.43809;0.16532;AZUL;79;0
172;MT;58786.0;E;;0;;2.65625;2.43809;0.16532;ROSA;80;0
173;MT;60263.0;E;4.0;0;;2.66774;2.75397;0.16322;AMARELO;61;0
173;MT;60263.0;E;4.0;0;;2.66774;2.75397;0.16322;CINZA;62;0
173;MT;60260.0;B;14.0;0;;3.68279;2.86692;0.22261;AZUL;63;0
173;MT;60260.0;B;14.0;0;;3.68279;2.86692;0.22261;ROSA;64;0
173;MT;59405.0;D;;0;;1.54998;2.62826;0.13193;AMARELO;77;0
173;MT;59405.0;D;;0;;1.54998;2.62826;0.13193;CINZA;78;0
173;MT;59436.0;D;;0;;1.15444;2.77865;0.15012;AZUL;79;0
173;MT;59436.0;D;;0;;1.15444;2.77865;0.15012;ROSA;80;0
174;MT;58675.0;B;19.0;0;;3.12337;3.16783;0.27419;AMARELO;61;0
174;MT;58675.0;B;19.0;0;;3.12337;3.16783;0.27419;CINZA;62;0
174;MT;58675.0;B;19.0;0;;3.12337;3.16783;0.27419;AZUL;63;0
174;MT;58675.0;B;19.0;0;;3.12337;3.16783;0.27419;ROSA;64;0
174;MT;59359.0;D;;0;;2.60523;2.63027;0.11534;AMARELO;77;0
174;MT;59436.0;D;;0;;1.15444;2.77865;0.15012;CINZA;78;0
174;MT;59405.0;D;;0;;1.54998;2.62826;0.13193;AZUL;79;0
174;MT;59359.0;D;;0;;2.60523;2.63027;0.11534;ROSA;80;0
175;MT;60244.0;B;4.0;0;;1.83932;2.82176;0.21303;AMARELO;61;0
175;MT;60244.0;B;4.0;0;;1.83932;2.82176;0.21303;CINZA;62;0
175;MT;60242.0;C;21.0;0;;2.83725;3.26771;0.21224;AZUL;63;0
175;MT;60240.0;E;5.0;0;;1.48477;4.00415;0.13999;ROSA;64;0
175;MT;59436.0;D;;0;;1.15444;2.77865;0.15012;AMARELO;77;0
175;MT;59359.0;D;;0;;2.60523;2.63027;0.11534;CINZA;78;0
175;MT;59359.0;D;;0;;2.60523;2.63027;0.11534;AZUL;79;0
175;MT;59405.0;D;;0;;1.54998;2.62826;0.13193;ROSA;80;0
176;MT;60242.0;C;21.0;0;;2.83725;3.26771;0.21224;AMARELO;61;0
176;MT;60242.0;C;21.0;0;;2.83725;3.26771;0.21224;CINZA;62;0
176;MT;60244.0;B;4.0;0;;1.83932;2.82176;0.21303;AZUL;63;0
176;MT;60244.0;B;4.0;0;;1.83932;2.82176;0.21303;ROSA;64;0
176;MT;59377.0;D;;0;;1.13373;3.27284;0.10427;AMARELO;77;0
176;MT;59377.0;D;;0;;1.13373;3.27284;0.10427;CINZA;78;0
176;MT;59377.0;D;;0;;1.13373;3.27284;0.10427;AZUL;79;0
176;MT;58974.0;E;;0;;0.90268;3.1695;0.18234;ROSA;80;0
177;MT;60240.0;E;5.0;0;;1.48477;4.00415;0.13999;AMARELO;61;0
177;MT;60238.0;C;9.0;0;;1.95278;2.71524;0.21173;CINZA;62;0
177;MT;60238.0;C;9.0;0;;1.95278;2.71524;0.21173;AZUL;63;0
177;MT;60238.0;C;9.0;0;;1.95278;2.71524;0.21173;ROSA;64;0
177;MT;59424.0;E;;0;;1.21331;2.47405;0.14271;AMARELO;77;0
177;MT;59424.0;E;;0;;1.21331;2.47405;0.14271;CINZA;78;0
177;MT;59424.0;E;;0;;1.21331;2.47405;0.14271;AZUL;79;0
177;MT;59424.0;E;;0;;1.21331;2.47405;0.14271;ROSA;80;0
178;MT;60238.0;C;9.0;0;;1.95278;2.71524;0.21173;AMARELO;61;0
178;MT;60240.0;E;5.0;0;;1.48477;4.00415;0.13999;CINZA;62;0
178;MT;60240.0;E;5.0;0;;1.48477;4.00415;0.13999;AZUL;63;0
178;MT;60242.0;C;21.0;0;;2.83725;3.26771;0.21224;ROSA;64;0
178;MT;58974.0;E;;0;;0.90268;3.1695;0.18234;AMARELO;77;0
178;MT;59388.0;C;;0;;1.71404;3.26465;0.19063;CINZA;78;0
178;MT;58351.0;A;;0;;2.20914;3.02862;0.14764;AZUL;79;0
178;MT;58351.0;A;;0;;2.20914;3.02862;0.14764;ROSA;80;0
179;MT;60236.0;B;30.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AMARELO;61;0
179;MT;60236.0;B;30.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;CINZA;62;0
179;MT;60234.0;B;13.0;0;;3.09626;2.8116;0.2272;AZUL;63;0
179;MT;60234.0;B;13.0;0;;3.09626;2.8116;0.2272;ROSA;64;0
179;MT;58351.0;A;;0;;2.20914;3.02862;0.14764;AMARELO;77;0
179;MT;58974.0;E;;0;;0.90268;3.1695;0.18234;CINZA;78;0
179;MT;59388.0;C;;0;;1.71404;3.26465;0.19063;AZUL;79;0
179;MT;59388.0;C;;0;;1.71404;3.26465;0.19063;ROSA;80;0
180;MT;60234.0;B;13.0;0;;3.09626;2.8116;0.2272;AMARELO;61;0
180;MT;60234.0;B;13.0;0;;3.09626;2.8116;0.2272;CINZA;62;0
180;MT;60236.0;B;30.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AZUL;63;0
180;MT;60236.0;B;30.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;ROSA;64;0
180;MT;59388.0;C;;0;;1.71404;3.26465;0.19063;AMARELO;77;0
180;MT;58351.0;A;;0;;2.20914;3.02862;0.14764;CINZA;78;0
180;MT;58974.0;E;;0;;0.90268;3.1695;0.18234;AZUL;79;0
180;MT;59377.0;D;;0;;1.13373;3.27284;0.10427;ROSA;80;0
