CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
2;LC;153930;A;6;0;;2.28024;0.18554;0.19951;BRANCA;1462;0;0
2;LC;153930;A;6;0;;2.28024;0.18554;0.19951;LARANJA;1463;0;0
2;LC;153930;A;6;0;;2.28024;0.18554;0.19951;LARANJA;1464;0;0
2;LC;153930;A;6;0;;2.28024;0.18554;0.19951;LARANJA;1465;0;1
2;LC;153930;A;6;0;;2.28024;0.18554;0.19951;LARANJA;1466;0;1
2;LC;153930;A;6;0;;2.28024;0.18554;0.19951;LARANJA;1496;0;1
2;LC;153930;A;6;0;;2.28024;0.18554;0.19951;LEITOR TELA;1470;0;1
2;LC;153930;A;6;0;;2.28024;0.18554;0.19951;ROXA;1467;0;0
2;LC;153930;A;6;0;;2.28024;0.18554;0.19951;ROXA;1468;0;0
2;LC;153930;A;6;0;;2.28024;0.18554;0.19951;ROXA;1469;0;0
2;LC;153945;A;8;0;;1.8208;1.32304;0.19745;AZUL;1459;1;0
2;LC;158572;A;5;0;;2.69806;0.95263;0.15828;AMARELA;1550;0;0
2;LC;158572;A;5;0;;2.69806;0.95263;0.15828;BRANCA;1552;0;0
2;LC;158572;A;5;0;;2.69806;0.95263;0.15828;LARANJA;1553;0;0
2;LC;158572;A;5;0;;2.69806;0.95263;0.15828;LARANJA;1554;0;0
2;LC;158572;A;5;0;;2.69806;0.95263;0.15828;LARANJA;1555;0;1
2;LC;158572;A;5;0;;2.69806;0.95263;0.15828;LARANJA;1556;0;1
2;LC;158572;A;5;0;;2.69806;0.95263;0.15828;LARANJA;1580;0;1
2;LC;158572;A;5;0;;2.69806;0.95263;0.15828;LEITOR TELA;1558;0;1
2;LC;158572;A;5;0;;2.69806;0.95263;0.15828;VERDE;1551;0;0
2;LC;158577;E;6;0;;1.95604;0.66129;0.18619;AMARELA;1530;0;0
2;LC;158577;E;6;0;;1.95604;0.66129;0.18619;BRANCA;1532;0;0
2;LC;158577;E;6;0;;1.95604;0.66129;0.18619;LARANJA;1499;0;1
2;LC;158577;E;6;0;;1.95604;0.66129;0.18619;LARANJA;1500;0;1
2;LC;158577;E;6;0;;1.95604;0.66129;0.18619;LARANJA;1533;0;0
2;LC;158577;E;6;0;;1.95604;0.66129;0.18619;LARANJA;1534;0;0
2;LC;158577;E;6;0;;1.95604;0.66129;0.18619;LARANJA;1536;0;1
2;LC;158577;E;6;0;;1.95604;0.66129;0.18619;LEITOR TELA;1501;0;1
2;LC;158719;E;7;0;;1.76344;0.4613;0.17513;AMARELA;1530;1;0
3;LC;15029;B;6;0;;1.38568;0.79216;0.19152;VERDE;1531;1;0
3;LC;54258;B;7;0;;2.21697;0.31454;0.20436;AMARELA;1530;0;0
3;LC;54258;B;7;0;;2.21697;0.31454;0.20436;BRANCA;1532;0;0
3;LC;54258;B;7;0;;2.21697;0.31454;0.20436;LARANJA;1499;0;1
3;LC;54258;B;7;0;;2.21697;0.31454;0.20436;LARANJA;1500;0;1
3;LC;54258;B;7;0;;2.21697;0.31454;0.20436;LARANJA;1533;0;0
3;LC;54258;B;7;0;;2.21697;0.31454;0.20436;LARANJA;1534;0;0
3;LC;54258;B;7;0;;2.21697;0.31454;0.20436;LARANJA;1536;0;1
3;LC;54258;B;7;0;;2.21697;0.31454;0.20436;LEITOR TELA;1501;0;1
3;LC;98252;B;7;0;;2.53446;1.22994;0.16809;AZUL;1529;0;0
3;LC;118169;D;7;0;;2.94472;0.59928;0.24615;AMARELA;1460;0;0
3;LC;140610;E;6;0;;3.12124;0.55256;0.1889;BRANCA;1532;1;0
3;LC;140610;E;6;0;;3.12124;0.55256;0.1889;LARANJA;1499;1;1
3;LC;140610;E;6;0;;3.12124;0.55256;0.1889;LARANJA;1500;1;1
3;LC;140610;E;6;0;;3.12124;0.55256;0.1889;LARANJA;1533;1;0
3;LC;140610;E;6;0;;3.12124;0.55256;0.1889;LARANJA;1534;1;0
3;LC;140610;E;6;0;;3.12124;0.55256;0.1889;LARANJA;1536;1;1
3;LC;140610;E;6;0;;3.12124;0.55256;0.1889;LEITOR TELA;1501;1;1
3;LC;140668;D;6;0;;1.30785;0.6253;0.22089;BRANCA;1552;1;0
3;LC;140668;D;6;0;;1.30785;0.6253;0.22089;LARANJA;1553;1;0
3;LC;140668;D;6;0;;1.30785;0.6253;0.22089;LARANJA;1554;1;0
3;LC;140668;D;6;0;;1.30785;0.6253;0.22089;LARANJA;1555;1;1
3;LC;140668;D;6;0;;1.30785;0.6253;0.22089;LARANJA;1556;1;1
3;LC;140668;D;6;0;;1.30785;0.6253;0.22089;LARANJA;1580;1;1
3;LC;140668;D;6;0;;1.30785;0.6253;0.22089;LEITOR TELA;1558;1;1
3;LC;140709;D;7;0;;2.7718;0.94236;0.20053;AZUL;1459;1;0
3;LC;140790;D;6;0;;2.86848;1.15928;0.1805;BRANCA;1552;0;0
3;LC;140790;D;6;0;;2.86848;1.15928;0.1805;LARANJA;1553;0;0
3;LC;140790;D;6;0;;2.86848;1.15928;0.1805;LARANJA;1554;0;0
3;LC;140790;D;6;0;;2.86848;1.15928;0.1805;LARANJA;1555;0;1
3;LC;140790;D;6;0;;2.86848;1.15928;0.1805;LARANJA;1556;0;1
3;LC;140790;D;6;0;;2.86848;1.15928;0.1805;LARANJA;1580;0;1
3;LC;140790;D;6;0;;2.86848;1.15928;0.1805;LEITOR TELA;1558;0;1
3;LC;152688;B;6;0;;1.12528;0.36546;0.2073;BRANCA;1462;1;0
3;LC;152688;B;6;0;;1.12528;0.36546;0.2073;LARANJA;1463;1;0
3;LC;152688;B;6;0;;1.12528;0.36546;0.2073;LARANJA;1464;1;0
3;LC;152688;B;6;0;;1.12528;0.36546;0.2073;LARANJA;1465;1;1
3;LC;152688;B;6;0;;1.12528;0.36546;0.2073;LARANJA;1466;1;1
3;LC;152688;B;6;0;;1.12528;0.36546;0.2073;LARANJA;1496;1;1
3;LC;152688;B;6;0;;1.12528;0.36546;0.2073;LEITOR TELA;1470;1;1
3;LC;152688;B;6;0;;1.12528;0.36546;0.2073;ROXA;1467;1;0
3;LC;152688;B;6;0;;1.12528;0.36546;0.2073;ROXA;1468;1;0
3;LC;152688;B;6;0;;1.12528;0.36546;0.2073;ROXA;1469;1;0
3;LC;153836;D;6;0;;2.38626;0.67668;0.18733;AZUL;1459;0;0
3;LC;153860;C;6;0;;2.56146;-0.14622;0.20191;AMARELA;1550;1;0
3;LC;153875;D;7;0;;3.7284;0.3723;0.1705;BRANCA;1462;0;0
3;LC;153875;D;7;0;;3.7284;0.3723;0.1705;LARANJA;1463;0;0
3;LC;153875;D;7;0;;3.7284;0.3723;0.1705;LARANJA;1464;0;0
3;LC;153875;D;7;0;;3.7284;0.3723;0.1705;LARANJA;1465;0;1
3;LC;153875;D;7;0;;3.7284;0.3723;0.1705;LARANJA;1466;0;1
3;LC;153875;D;7;0;;3.7284;0.3723;0.1705;LARANJA;1496;0;1
3;LC;153875;D;7;0;;3.7284;0.3723;0.1705;LEITOR TELA;1470;0;1
3;LC;153875;D;7;0;;3.7284;0.3723;0.1705;ROXA;1467;0;0
3;LC;153875;D;7;0;;3.7284;0.3723;0.1705;ROXA;1468;0;0
3;LC;153875;D;7;0;;3.7284;0.3723;0.1705;ROXA;1469;0;0
3;LC;153878;A;5;0;;2.88609;0.92129;0.26899;AZUL;1549;0;0
3;LC;153930;A;6;0;;2.28024;0.18554;0.19951;VERDE;1461;0;0
3;LC;153945;A;8;0;;1.8208;1.32304;0.19745;AMARELA;1460;1;0
3;LC;153945;A;8;0;;1.8208;1.32304;0.19745;VERDE;1461;1;0
3;LC;154062;B;5;0;;2.35374;0.69979;0.17786;AZUL;1549;1;0
3;LC;154062;B;5;0;;2.35374;0.69979;0.17786;VERDE;1551;1;0
3;LC;158564;D;8;0;;2.66614;1.33704;0.20624;AMARELA;1550;0;0
3;LC;158564;D;8;0;;2.66614;1.33704;0.20624;VERDE;1551;0;0
3;LC;158577;E;6;0;;1.95604;0.66129;0.18619;VERDE;1531;0;0
3;LC;158719;E;7;0;;1.76344;0.4613;0.17513;AZUL;1529;1;0
3;LC;158743;E;8;0;;1.66744;0.40597;0.18735;AMARELA;1530;1;0
4;LC;15029;B;6;0;;1.38568;0.79216;0.19152;AMARELA;1530;1;0
4;LC;111891;E;8;0;;2.35738;0.52985;0.19069;AMARELA;1530;0;0
4;LC;111891;E;8;0;;2.35738;0.52985;0.19069;BRANCA;1532;0;0
4;LC;111891;E;8;0;;2.35738;0.52985;0.19069;LARANJA;1499;0;1
4;LC;111891;E;8;0;;2.35738;0.52985;0.19069;LARANJA;1500;0;1
4;LC;111891;E;8;0;;2.35738;0.52985;0.19069;LARANJA;1533;0;0
4;LC;111891;E;8;0;;2.35738;0.52985;0.19069;LARANJA;1534;0;0
4;LC;111891;E;8;0;;2.35738;0.52985;0.19069;LARANJA;1536;0;1
4;LC;111891;E;8;0;;2.35738;0.52985;0.19069;LEITOR TELA;1501;0;1
4;LC;112036;E;5;0;;4.90205;0.71195;0.17497;AZUL;1459;0;0
4;LC;118111;A;5;0;;1.66619;0.42235;0.20624;VERDE;1531;1;0
4;LC;118169;D;7;0;;2.94472;0.59928;0.24615;BRANCA;1462;0;0
4;LC;118169;D;7;0;;2.94472;0.59928;0.24615;LARANJA;1463;0;0
4;LC;118169;D;7;0;;2.94472;0.59928;0.24615;LARANJA;1464;0;0
4;LC;118169;D;7;0;;2.94472;0.59928;0.24615;LARANJA;1465;0;1
4;LC;118169;D;7;0;;2.94472;0.59928;0.24615;LARANJA;1466;0;1
4;LC;118169;D;7;0;;2.94472;0.59928;0.24615;LARANJA;1496;0;1
4;LC;118169;D;7;0;;2.94472;0.59928;0.24615;LEITOR TELA;1470;0;1
4;LC;118169;D;7;0;;2.94472;0.59928;0.24615;ROXA;1467;0;0
4;LC;118169;D;7;0;;2.94472;0.59928;0.24615;ROXA;1468;0;0
4;LC;118169;D;7;0;;2.94472;0.59928;0.24615;ROXA;1469;0;0
4;LC;140723;B;7;0;;1.30106;0.06403;0.20042;BRANCA;1552;1;0
4;LC;140723;B;7;0;;1.30106;0.06403;0.20042;LARANJA;1553;1;0
4;LC;140723;B;7;0;;1.30106;0.06403;0.20042;LARANJA;1554;1;0
4;LC;140723;B;7;0;;1.30106;0.06403;0.20042;LARANJA;1555;1;1
4;LC;140723;B;7;0;;1.30106;0.06403;0.20042;LARANJA;1556;1;1
4;LC;140723;B;7;0;;1.30106;0.06403;0.20042;LARANJA;1580;1;1
4;LC;140723;B;7;0;;1.30106;0.06403;0.20042;LEITOR TELA;1558;1;1
4;LC;140750;D;8;0;;1.80139;1.19402;0.2085;AZUL;1549;1;0
4;LC;140790;D;6;0;;2.86848;1.15928;0.1805;AMARELA;1550;0;0
4;LC;140790;D;6;0;;2.86848;1.15928;0.1805;AZUL;1549;0;0
4;LC;140790;D;6;0;;2.86848;1.15928;0.1805;VERDE;1551;0;0
4;LC;153833;C;5;0;;2.32932;0.44342;0.201;AMARELA;1460;1;0
4;LC;153836;D;6;0;;2.38626;0.67668;0.18733;AMARELA;1460;0;0
4;LC;153860;C;6;0;;2.56146;-0.14622;0.20191;VERDE;1551;1;0
4;LC;153875;D;7;0;;3.7284;0.3723;0.1705;VERDE;1461;0;0
4;LC;153945;A;8;0;;1.8208;1.32304;0.19745;BRANCA;1462;1;0
4;LC;153945;A;8;0;;1.8208;1.32304;0.19745;LARANJA;1463;1;0
4;LC;153945;A;8;0;;1.8208;1.32304;0.19745;LARANJA;1464;1;0
4;LC;153945;A;8;0;;1.8208;1.32304;0.19745;LARANJA;1465;1;1
4;LC;153945;A;8;0;;1.8208;1.32304;0.19745;LARANJA;1466;1;1
4;LC;153945;A;8;0;;1.8208;1.32304;0.19745;LARANJA;1496;1;1
4;LC;153945;A;8;0;;1.8208;1.32304;0.19745;LEITOR TELA;1470;1;1
4;LC;153945;A;8;0;;1.8208;1.32304;0.19745;ROXA;1467;1;0
4;LC;153945;A;8;0;;1.8208;1.32304;0.19745;ROXA;1468;1;0
4;LC;153945;A;8;0;;1.8208;1.32304;0.19745;ROXA;1469;1;0
4;LC;154015;D;8;0;;2.90355;1.66292;0.12537;AZUL;1459;1;0
4;LC;154015;D;8;0;;2.90355;1.66292;0.12537;VERDE;1461;1;0
4;LC;154062;B;5;0;;2.35374;0.69979;0.17786;AMARELA;1550;1;0
4;LC;158555;B;5;0;;2.13368;0.78747;0.18671;AZUL;1529;0;0
4;LC;158555;B;5;0;;2.13368;0.78747;0.18671;VERDE;1531;0;0
4;LC;158564;D;8;0;;2.66614;1.33704;0.20624;BRANCA;1552;0;0
4;LC;158564;D;8;0;;2.66614;1.33704;0.20624;LARANJA;1553;0;0
4;LC;158564;D;8;0;;2.66614;1.33704;0.20624;LARANJA;1554;0;0
4;LC;158564;D;8;0;;2.66614;1.33704;0.20624;LARANJA;1555;0;1
4;LC;158564;D;8;0;;2.66614;1.33704;0.20624;LARANJA;1556;0;1
4;LC;158564;D;8;0;;2.66614;1.33704;0.20624;LARANJA;1580;0;1
4;LC;158564;D;8;0;;2.66614;1.33704;0.20624;LEITOR TELA;1558;0;1
4;LC;158719;E;7;0;;1.76344;0.4613;0.17513;BRANCA;1532;1;0
4;LC;158719;E;7;0;;1.76344;0.4613;0.17513;LARANJA;1499;1;1
4;LC;158719;E;7;0;;1.76344;0.4613;0.17513;LARANJA;1500;1;1
4;LC;158719;E;7;0;;1.76344;0.4613;0.17513;LARANJA;1533;1;0
4;LC;158719;E;7;0;;1.76344;0.4613;0.17513;LARANJA;1534;1;0
4;LC;158719;E;7;0;;1.76344;0.4613;0.17513;LARANJA;1536;1;1
4;LC;158719;E;7;0;;1.76344;0.4613;0.17513;LEITOR TELA;1501;1;1
4;LC;158743;E;8;0;;1.66744;0.40597;0.18735;AZUL;1529;1;0
5;LC;44935;E;7;0;;2.57213;0.73952;0.18382;BRANCA;1552;0;0
5;LC;44935;E;7;0;;2.57213;0.73952;0.18382;LARANJA;1553;0;0
5;LC;44935;E;7;0;;2.57213;0.73952;0.18382;LARANJA;1554;0;0
5;LC;44935;E;7;0;;2.57213;0.73952;0.18382;LARANJA;1555;0;1
5;LC;44935;E;7;0;;2.57213;0.73952;0.18382;LARANJA;1556;0;1
5;LC;44935;E;7;0;;2.57213;0.73952;0.18382;LARANJA;1580;0;1
5;LC;44935;E;7;0;;2.57213;0.73952;0.18382;LEITOR TELA;1558;0;1
5;LC;98252;B;7;0;;2.53446;1.22994;0.16809;BRANCA;1532;0;0
5;LC;98252;B;7;0;;2.53446;1.22994;0.16809;LARANJA;1499;0;1
5;LC;98252;B;7;0;;2.53446;1.22994;0.16809;LARANJA;1500;0;1
5;LC;98252;B;7;0;;2.53446;1.22994;0.16809;LARANJA;1533;0;0
5;LC;98252;B;7;0;;2.53446;1.22994;0.16809;LARANJA;1534;0;0
5;LC;98252;B;7;0;;2.53446;1.22994;0.16809;LARANJA;1536;0;1
5;LC;98252;B;7;0;;2.53446;1.22994;0.16809;LEITOR TELA;1501;0;1
5;LC;111891;E;8;0;;2.35738;0.52985;0.19069;VERDE;1531;0;0
5;LC;112036;E;5;0;;4.90205;0.71195;0.17497;VERDE;1461;0;0
5;LC;118111;A;5;0;;1.66619;0.42235;0.20624;AMARELA;1530;1;0
5;LC;140610;E;6;0;;3.12124;0.55256;0.1889;AZUL;1529;1;0
5;LC;140668;D;6;0;;1.30785;0.6253;0.22089;AMARELA;1550;1;0
5;LC;140668;D;6;0;;1.30785;0.6253;0.22089;VERDE;1551;1;0
5;LC;140709;D;7;0;;2.7718;0.94236;0.20053;BRANCA;1462;1;0
5;LC;140709;D;7;0;;2.7718;0.94236;0.20053;LARANJA;1463;1;0
5;LC;140709;D;7;0;;2.7718;0.94236;0.20053;LARANJA;1464;1;0
5;LC;140709;D;7;0;;2.7718;0.94236;0.20053;LARANJA;1465;1;1
5;LC;140709;D;7;0;;2.7718;0.94236;0.20053;LARANJA;1466;1;1
5;LC;140709;D;7;0;;2.7718;0.94236;0.20053;LARANJA;1496;1;1
5;LC;140709;D;7;0;;2.7718;0.94236;0.20053;LEITOR TELA;1470;1;1
5;LC;140709;D;7;0;;2.7718;0.94236;0.20053;ROXA;1467;1;0
5;LC;140709;D;7;0;;2.7718;0.94236;0.20053;ROXA;1468;1;0
5;LC;140709;D;7;0;;2.7718;0.94236;0.20053;ROXA;1469;1;0
5;LC;140723;B;7;0;;1.30106;0.06403;0.20042;AZUL;1549;1;0
5;LC;140750;D;8;0;;1.80139;1.19402;0.2085;BRANCA;1552;1;0
5;LC;140750;D;8;0;;1.80139;1.19402;0.2085;LARANJA;1553;1;0
5;LC;140750;D;8;0;;1.80139;1.19402;0.2085;LARANJA;1554;1;0
5;LC;140750;D;8;0;;1.80139;1.19402;0.2085;LARANJA;1555;1;1
5;LC;140750;D;8;0;;1.80139;1.19402;0.2085;LARANJA;1556;1;1
5;LC;140750;D;8;0;;1.80139;1.19402;0.2085;LARANJA;1580;1;1
5;LC;140750;D;8;0;;1.80139;1.19402;0.2085;LEITOR TELA;1558;1;1
5;LC;153833;C;5;0;;2.32932;0.44342;0.201;AZUL;1459;1;0
5;LC;153833;C;5;0;;2.32932;0.44342;0.201;VERDE;1461;1;0
5;LC;153836;D;6;0;;2.38626;0.67668;0.18733;BRANCA;1462;0;0
5;LC;153836;D;6;0;;2.38626;0.67668;0.18733;LARANJA;1463;0;0
5;LC;153836;D;6;0;;2.38626;0.67668;0.18733;LARANJA;1464;0;0
5;LC;153836;D;6;0;;2.38626;0.67668;0.18733;LARANJA;1465;0;1
5;LC;153836;D;6;0;;2.38626;0.67668;0.18733;LARANJA;1466;0;1
5;LC;153836;D;6;0;;2.38626;0.67668;0.18733;LARANJA;1496;0;1
5;LC;153836;D;6;0;;2.38626;0.67668;0.18733;LEITOR TELA;1470;0;1
5;LC;153836;D;6;0;;2.38626;0.67668;0.18733;ROXA;1467;0;0
5;LC;153836;D;6;0;;2.38626;0.67668;0.18733;ROXA;1468;0;0
5;LC;153836;D;6;0;;2.38626;0.67668;0.18733;ROXA;1469;0;0
5;LC;153875;D;7;0;;3.7284;0.3723;0.1705;AMARELA;1460;0;0
5;LC;153878;A;5;0;;2.88609;0.92129;0.26899;AMARELA;1550;0;0
5;LC;153878;A;5;0;;2.88609;0.92129;0.26899;VERDE;1551;0;0
5;LC;153930;A;6;0;;2.28024;0.18554;0.19951;AZUL;1459;0;0
5;LC;154015;D;8;0;;2.90355;1.66292;0.12537;AMARELA;1460;1;0
5;LC;158555;B;5;0;;2.13368;0.78747;0.18671;AMARELA;1530;0;0
5;LC;158564;D;8;0;;2.66614;1.33704;0.20624;AZUL;1549;0;0
5;LC;158577;E;6;0;;1.95604;0.66129;0.18619;AZUL;1529;0;0
5;LC;158719;E;7;0;;1.76344;0.4613;0.17513;VERDE;1531;1;0
5;LC;158743;E;8;0;;1.66744;0.40597;0.18735;BRANCA;1532;1;0
5;LC;158743;E;8;0;;1.66744;0.40597;0.18735;LARANJA;1499;1;1
5;LC;158743;E;8;0;;1.66744;0.40597;0.18735;LARANJA;1500;1;1
5;LC;158743;E;8;0;;1.66744;0.40597;0.18735;LARANJA;1533;1;0
5;LC;158743;E;8;0;;1.66744;0.40597;0.18735;LARANJA;1534;1;0
5;LC;158743;E;8;0;;1.66744;0.40597;0.18735;LARANJA;1536;1;1
5;LC;158743;E;8;0;;1.66744;0.40597;0.18735;LEITOR TELA;1501;1;1
6;LC;157626;C;9;0;;1.52325;0.67782;0.24804;AMARELA;1550;;0
6;LC;157626;C;9;0;;1.52325;0.67782;0.24804;AZUL;1549;;0
6;LC;157626;C;9;0;;1.52325;0.67782;0.24804;BRANCA;1552;;0
6;LC;157626;C;9;0;;1.52325;0.67782;0.24804;LARANJA;1553;;0
6;LC;157626;C;9;0;;1.52325;0.67782;0.24804;LARANJA;1554;;0
6;LC;157626;C;9;0;;1.52325;0.67782;0.24804;LARANJA;1555;;1
6;LC;157626;C;9;0;;1.52325;0.67782;0.24804;LARANJA;1556;;1
6;LC;157626;C;9;0;;1.52325;0.67782;0.24804;LARANJA;1580;;1
6;LC;157626;C;9;0;;1.52325;0.67782;0.24804;LEITOR TELA;1558;;1
6;LC;157626;C;9;0;;1.52325;0.67782;0.24804;VERDE;1551;;0
6;LC;157750;C;1;0;;2.05162;0.89837;0.20823;BRANCA;1462;;0
6;LC;157750;C;1;0;;2.05162;0.89837;0.20823;LARANJA;1463;;0
6;LC;157750;C;1;0;;2.05162;0.89837;0.20823;LARANJA;1464;;0
6;LC;157750;C;1;0;;2.05162;0.89837;0.20823;LARANJA;1465;;1
6;LC;157750;C;1;0;;2.05162;0.89837;0.20823;LARANJA;1466;;1
6;LC;157750;C;1;0;;2.05162;0.89837;0.20823;LARANJA;1496;;1
6;LC;157750;C;1;0;;2.05162;0.89837;0.20823;LEITOR TELA;1470;;1
6;LC;157750;C;1;0;;2.05162;0.89837;0.20823;ROXA;1467;;0
6;LC;157750;C;1;0;;2.05162;0.89837;0.20823;ROXA;1468;;0
6;LC;157750;C;1;0;;2.05162;0.89837;0.20823;ROXA;1469;;0
6;LC;157751;E;4;0;;2.91253;0.48859;0.10089;AZUL;1459;;0
6;LC;157752;E;28;0;;1.28847;2.1305;0.29823;AZUL;1529;;0
6;LC;157760;B;25;0;;2.81247;1.6947;0.19095;VERDE;1531;;0
6;LC;157769;D;1;0;;2.86859;0.93973;0.2457;BRANCA;1532;;0
6;LC;157769;D;1;0;;2.86859;0.93973;0.2457;LARANJA;1499;;1
6;LC;157769;D;1;0;;2.86859;0.93973;0.2457;LARANJA;1500;;1
6;LC;157769;D;1;0;;2.86859;0.93973;0.2457;LARANJA;1533;;0
6;LC;157769;D;1;0;;2.86859;0.93973;0.2457;LARANJA;1534;;0
6;LC;157769;D;1;0;;2.86859;0.93973;0.2457;LARANJA;1536;;1
6;LC;157769;D;1;0;;2.86859;0.93973;0.2457;LEITOR TELA;1501;;1
6;LC;157772;D;18;0;;1.80586;1.29722;0.20182;AMARELA;1530;;0
6;LC;157775;E;22;0;;3.6719;1.0849;0.13842;VERDE;1461;;0
6;LC;157781;C;30;0;;3.44333;1.03742;0.13709;AMARELA;1460;;0
7;LC;157633;A;1;0;;2.08361;0.4973;0.23545;AMARELA;1550;;0
7;LC;157633;A;1;0;;2.08361;0.4973;0.23545;AZUL;1549;;0
7;LC;157633;A;1;0;;2.08361;0.4973;0.23545;BRANCA;1552;;0
7;LC;157633;A;1;0;;2.08361;0.4973;0.23545;LARANJA;1553;;0
7;LC;157633;A;1;0;;2.08361;0.4973;0.23545;LARANJA;1554;;0
7;LC;157633;A;1;0;;2.08361;0.4973;0.23545;LARANJA;1555;;1
7;LC;157633;A;1;0;;2.08361;0.4973;0.23545;LARANJA;1556;;1
7;LC;157633;A;1;0;;2.08361;0.4973;0.23545;LARANJA;1580;;1
7;LC;157633;A;1;0;;2.08361;0.4973;0.23545;LEITOR TELA;1558;;1
7;LC;157633;A;1;0;;2.08361;0.4973;0.23545;VERDE;1551;;0
7;LC;157750;C;1;0;;2.05162;0.89837;0.20823;AZUL;1459;;0
7;LC;157751;E;4;0;;2.91253;0.48859;0.10089;BRANCA;1462;;0
7;LC;157751;E;4;0;;2.91253;0.48859;0.10089;LARANJA;1463;;0
7;LC;157751;E;4;0;;2.91253;0.48859;0.10089;LARANJA;1464;;0
7;LC;157751;E;4;0;;2.91253;0.48859;0.10089;LARANJA;1465;;1
7;LC;157751;E;4;0;;2.91253;0.48859;0.10089;LARANJA;1466;;1
7;LC;157751;E;4;0;;2.91253;0.48859;0.10089;LARANJA;1496;;1
7;LC;157751;E;4;0;;2.91253;0.48859;0.10089;LEITOR TELA;1470;;1
7;LC;157751;E;4;0;;2.91253;0.48859;0.10089;ROXA;1467;;0
7;LC;157751;E;4;0;;2.91253;0.48859;0.10089;ROXA;1468;;0
7;LC;157751;E;4;0;;2.91253;0.48859;0.10089;ROXA;1469;;0
7;LC;157752;E;28;0;;1.28847;2.1305;0.29823;BRANCA;1532;;0
7;LC;157752;E;28;0;;1.28847;2.1305;0.29823;LARANJA;1499;;1
7;LC;157752;E;28;0;;1.28847;2.1305;0.29823;LARANJA;1500;;1
7;LC;157752;E;28;0;;1.28847;2.1305;0.29823;LARANJA;1533;;0
7;LC;157752;E;28;0;;1.28847;2.1305;0.29823;LARANJA;1534;;0
7;LC;157752;E;28;0;;1.28847;2.1305;0.29823;LARANJA;1536;;1
7;LC;157752;E;28;0;;1.28847;2.1305;0.29823;LEITOR TELA;1501;;1
7;LC;157769;D;1;0;;2.86859;0.93973;0.2457;AZUL;1529;;0
7;LC;157772;D;18;0;;1.80586;1.29722;0.20182;VERDE;1531;;0
7;LC;157775;E;22;0;;3.6719;1.0849;0.13842;AMARELA;1460;;0
7;LC;157779;D;29;0;;1.74082;1.23944;0.11882;VERDE;1461;;0
7;LC;157788;B;24;0;;1.0535;1.76121;0.26988;AMARELA;1530;;0
8;LC;150603;C;28;0;;2.39286;0.33545;0.18536;BRANCA;1552;;0
8;LC;150603;C;28;0;;2.39286;0.33545;0.18536;LARANJA;1553;;0
8;LC;150603;C;28;0;;2.39286;0.33545;0.18536;LARANJA;1554;;0
8;LC;150603;C;28;0;;2.39286;0.33545;0.18536;LARANJA;1555;;1
8;LC;150603;C;28;0;;2.39286;0.33545;0.18536;LARANJA;1556;;1
8;LC;150603;C;28;0;;2.39286;0.33545;0.18536;LARANJA;1580;;1
8;LC;150603;C;28;0;;2.39286;0.33545;0.18536;LEITOR TELA;1558;;1
8;LC;150626;C;22;0;;1.99397;0.60444;0.19207;AZUL;1549;;0
8;LC;157623;D;29;0;;2.13757;1.04447;0.2424;VERDE;1551;;0
8;LC;157750;C;1;0;;2.05162;0.89837;0.20823;AMARELA;1460;;0
8;LC;157750;C;1;0;;2.05162;0.89837;0.20823;VERDE;1461;;0
8;LC;157752;E;28;0;;1.28847;2.1305;0.29823;VERDE;1531;;0
8;LC;157760;B;25;0;;2.81247;1.6947;0.19095;AMARELA;1530;;0
8;LC;157772;D;18;0;;1.80586;1.29722;0.20182;BRANCA;1532;;0
8;LC;157772;D;18;0;;1.80586;1.29722;0.20182;LARANJA;1499;;1
8;LC;157772;D;18;0;;1.80586;1.29722;0.20182;LARANJA;1500;;1
8;LC;157772;D;18;0;;1.80586;1.29722;0.20182;LARANJA;1533;;0
8;LC;157772;D;18;0;;1.80586;1.29722;0.20182;LARANJA;1534;;0
8;LC;157772;D;18;0;;1.80586;1.29722;0.20182;LARANJA;1536;;1
8;LC;157772;D;18;0;;1.80586;1.29722;0.20182;LEITOR TELA;1501;;1
8;LC;157775;E;22;0;;3.6719;1.0849;0.13842;BRANCA;1462;;0
8;LC;157775;E;22;0;;3.6719;1.0849;0.13842;LARANJA;1463;;0
8;LC;157775;E;22;0;;3.6719;1.0849;0.13842;LARANJA;1464;;0
8;LC;157775;E;22;0;;3.6719;1.0849;0.13842;LARANJA;1465;;1
8;LC;157775;E;22;0;;3.6719;1.0849;0.13842;LARANJA;1466;;1
8;LC;157775;E;22;0;;3.6719;1.0849;0.13842;LARANJA;1496;;1
8;LC;157775;E;22;0;;3.6719;1.0849;0.13842;LEITOR TELA;1470;;1
8;LC;157775;E;22;0;;3.6719;1.0849;0.13842;ROXA;1467;;0
8;LC;157775;E;22;0;;3.6719;1.0849;0.13842;ROXA;1468;;0
8;LC;157775;E;22;0;;3.6719;1.0849;0.13842;ROXA;1469;;0
8;LC;157779;D;29;0;;1.74082;1.23944;0.11882;AZUL;1459;;0
