CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
8;LC;141205;C;9;0;;0.84167;0.36015;0.23496;LARANJA;1320;;1
8;LC;141205;C;9;0;;0.84167;0.36015;0.23496;LARANJA;1359;;1
8;LC;141205;C;9;0;;0.84167;0.36015;0.23496;LARANJA;1360;;1
8;LC;141205;C;9;0;;0.84167;0.36015;0.23496;LEITOR TELA;1322;;1
8;LC;141205;C;9;0;;0.84167;0.36015;0.23496;LEITOR TELA;1362;;1
8;LC;141205;C;9;0;;0.84167;0.36015;0.23496;VERDE;1355;;0
8;LC;141205;C;9;0;;0.84167;0.36015;0.23496;VERDE;1357;;0
8;LC;141205;C;9;0;;0.84167;0.36015;0.23496;VERDE;1358;;0
8;LC;141205;C;9;0;;0.84167;0.36015;0.23496;VERDE;1443;;0
8;LC;141205;C;9;0;;0.84167;0.36015;0.23496;VERDE;1445;;0
8;LC;141205;C;9;0;;0.84167;0.36015;0.23496;VERDE;1446;;0
8;LC;141218;B;14;0;;2.44925;-0.00932;0.19459;AZUL;1395;;0
8;LC;141238;D;13;0;;1.30507;2.24497;0.3219;AZUL;1353;;0
8;LC;141238;D;13;0;;1.30507;2.24497;0.3219;AZUL;1441;;0
8;LC;141399;E;30;0;;1.77787;1.44612;0.15906;BRANCA;1356;;0
8;LC;141399;E;30;0;;1.77787;1.44612;0.15906;BRANCA;1444;;0
8;LC;141447;C;4;0;;0.97308;0.68535;0.20836;AMARELA;1354;;0
8;LC;141447;C;4;0;;0.97308;0.68535;0.20836;AMARELA;1442;;0
8;LC;150622;C;18;0;;1.32912;0.33346;0.01256;BRANCA;1398;;0
8;LC;150666;E;27;0;;3.54677;0.31786;0.12491;LARANJA;1401;;1
8;LC;150666;E;27;0;;3.54677;0.31786;0.12491;LARANJA;1402;;1
8;LC;150666;E;27;0;;3.54677;0.31786;0.12491;LEITOR TELA;1406;;1
8;LC;150666;E;27;0;;3.54677;0.31786;0.12491;ROXA;1403;;0
8;LC;150666;E;27;0;;3.54677;0.31786;0.12491;ROXA;1404;;0
8;LC;150666;E;27;0;;3.54677;0.31786;0.12491;ROXA;1405;;0
8;LC;150666;E;27;0;;3.54677;0.31786;0.12491;VERDE;1397;;0
8;LC;150666;E;27;0;;3.54677;0.31786;0.12491;VERDE;1399;;0
8;LC;150666;E;27;0;;3.54677;0.31786;0.12491;VERDE;1400;;0
8;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;AMARELA;1396;;0
9;LC;118217;D;9;0;;2.59075;0.81709;0.21069;LARANJA;1401;;1
9;LC;118217;D;9;0;;2.59075;0.81709;0.21069;LARANJA;1402;;1
9;LC;118217;D;9;0;;2.59075;0.81709;0.21069;LEITOR TELA;1406;;1
9;LC;118217;D;9;0;;2.59075;0.81709;0.21069;ROXA;1403;;0
9;LC;118217;D;9;0;;2.59075;0.81709;0.21069;ROXA;1404;;0
9;LC;118217;D;9;0;;2.59075;0.81709;0.21069;ROXA;1405;;0
9;LC;118217;D;9;0;;2.59075;0.81709;0.21069;VERDE;1397;;0
9;LC;118217;D;9;0;;2.59075;0.81709;0.21069;VERDE;1399;;0
9;LC;118217;D;9;0;;2.59075;0.81709;0.21069;VERDE;1400;;0
9;LC;140807;A;30;0;;2.58687;0.11877;0.21034;AZUL;1353;;0
9;LC;140807;A;30;0;;2.58687;0.11877;0.21034;AZUL;1441;;0
9;LC;141206;E;10;0;;2.11831;-0.44202;0.19567;AZUL;1395;;0
9;LC;150540;B;30;0;;2.19541;0.46219;0.12159;BRANCA;1398;;0
9;LC;150662;A;18;0;;3.03065;1.04759;0.22947;BRANCA;1356;;0
9;LC;150662;A;18;0;;3.03065;1.04759;0.22947;BRANCA;1444;;0
9;LC;150678;E;20;0;;3.15898;0.16783;0.17207;AMARELA;1396;;0
9;LC;150684;B;28;0;;1.05578;0.18306;0.20969;AMARELA;1354;;0
9;LC;150684;B;28;0;;1.05578;0.18306;0.20969;AMARELA;1442;;0
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;LARANJA;1319;;1
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;LARANJA;1320;;1
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;LARANJA;1359;;1
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;LARANJA;1360;;1
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;LEITOR TELA;1322;;1
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;LEITOR TELA;1362;;1
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;VERDE;1355;;0
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;VERDE;1357;;0
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;VERDE;1358;;0
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;VERDE;1443;;0
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;VERDE;1445;;0
9;LC;150768;A;29;0;;1.3153;-0.18943;0.19915;VERDE;1446;;0
10;LC;96456;E;22;0;;2.85265;0.96695;0.12627;BRANCA;1356;;0
10;LC;96456;E;22;0;;2.85265;0.96695;0.12627;BRANCA;1444;;0
10;LC;118138;A;23;0;;2.9048;-0.61866;0.20054;AMARELA;1354;;0
10;LC;118138;A;23;0;;2.9048;-0.61866;0.20054;AMARELA;1442;;0
10;LC;140816;A;19;0;;2.384;1.68908;0.25667;AZUL;1353;;0
10;LC;140816;A;19;0;;2.384;1.68908;0.25667;AZUL;1441;;0
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;LARANJA;1319;;1
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;LARANJA;1320;;1
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;LARANJA;1359;;1
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;LARANJA;1360;;1
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;LEITOR TELA;1322;;1
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;LEITOR TELA;1362;;1
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;VERDE;1355;;0
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;VERDE;1357;;0
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;VERDE;1358;;0
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;VERDE;1443;;0
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;VERDE;1445;;0
10;LC;141207;A;13;0;;1.72449;0.64259;0.26155;VERDE;1446;;0
10;LC;141221;D;13;0;;3.92192;0.61079;0.24818;BRANCA;1398;;0
10;LC;141460;A;2;0;;2.39673;0.03767;0.26467;LARANJA;1401;;1
10;LC;141460;A;2;0;;2.39673;0.03767;0.26467;LARANJA;1402;;1
10;LC;141460;A;2;0;;2.39673;0.03767;0.26467;LEITOR TELA;1406;;1
10;LC;141460;A;2;0;;2.39673;0.03767;0.26467;ROXA;1403;;0
10;LC;141460;A;2;0;;2.39673;0.03767;0.26467;ROXA;1404;;0
10;LC;141460;A;2;0;;2.39673;0.03767;0.26467;ROXA;1405;;0
10;LC;141460;A;2;0;;2.39673;0.03767;0.26467;VERDE;1397;;0
10;LC;141460;A;2;0;;2.39673;0.03767;0.26467;VERDE;1399;;0
10;LC;141460;A;2;0;;2.39673;0.03767;0.26467;VERDE;1400;;0
10;LC;150425;C;29;0;;4.01406;0.2854;0.20514;AZUL;1395;;0
10;LC;150675;C;3;0;;2.79235;-0.3231;0.16431;AMARELA;1396;;0
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;LARANJA;1319;;1
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;LARANJA;1320;;1
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;LARANJA;1359;;1
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;LARANJA;1360;;1
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;LEITOR TELA;1322;;1
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;LEITOR TELA;1362;;1
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;VERDE;1355;;0
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;VERDE;1357;;0
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;VERDE;1358;;0
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;VERDE;1443;;0
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;VERDE;1445;;0
11;LC;15097;C;12;1;Algoritmo não convergiu;;;;VERDE;1446;;0
11;LC;120220;A;26;0;;2.6215;0.71695;0.1198;BRANCA;1356;;0
11;LC;120220;A;26;0;;2.6215;0.71695;0.1198;BRANCA;1444;;0
11;LC;140831;E;16;0;;2.24213;1.40974;0.18204;AZUL;1353;;0
11;LC;140831;E;16;0;;2.24213;1.40974;0.18204;AZUL;1441;;0
11;LC;141218;B;14;0;;2.44925;-0.00932;0.19459;AMARELA;1396;;0
11;LC;150460;D;25;0;;2.24622;0.87521;0.18171;AMARELA;1354;;0
11;LC;150460;D;25;0;;2.24622;0.87521;0.18171;AMARELA;1442;;0
11;LC;150627;E;23;0;;4.32713;-0.03216;0.14822;BRANCA;1398;;0
11;LC;150680;E;26;0;;1.56187;1.78435;0.1507;AZUL;1395;;0
11;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;LARANJA;1401;;1
11;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;LARANJA;1402;;1
11;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;LEITOR TELA;1406;;1
11;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;ROXA;1403;;0
11;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;ROXA;1404;;0
11;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;ROXA;1405;;0
11;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;VERDE;1397;;0
11;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;VERDE;1399;;0
11;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;VERDE;1400;;0
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;LARANJA;1319;;1
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;LARANJA;1320;;1
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;LARANJA;1359;;1
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;LARANJA;1360;;1
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;LEITOR TELA;1322;;1
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;LEITOR TELA;1362;;1
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;VERDE;1355;;0
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;VERDE;1357;;0
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;VERDE;1358;;0
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;VERDE;1443;;0
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;VERDE;1445;;0
12;LC;118098;C;11;0;;3.6852;-0.20488;0.20362;VERDE;1446;;0
12;LC;118219;D;9;0;;1.6887;0.38261;0.17288;BRANCA;1356;;0
12;LC;118219;D;9;0;;1.6887;0.38261;0.17288;BRANCA;1444;;0
12;LC;120370;B;13;0;;1.93512;0.23569;0.19848;AMARELA;1354;;0
12;LC;120370;B;13;0;;1.93512;0.23569;0.19848;AMARELA;1442;;0
12;LC;141202;E;12;0;;2.7327;0.5031;0.08917;LARANJA;1401;;1
12;LC;141202;E;12;0;;2.7327;0.5031;0.08917;LARANJA;1402;;1
12;LC;141202;E;12;0;;2.7327;0.5031;0.08917;LEITOR TELA;1406;;1
12;LC;141202;E;12;0;;2.7327;0.5031;0.08917;ROXA;1403;;0
12;LC;141202;E;12;0;;2.7327;0.5031;0.08917;ROXA;1404;;0
12;LC;141202;E;12;0;;2.7327;0.5031;0.08917;ROXA;1405;;0
12;LC;141202;E;12;0;;2.7327;0.5031;0.08917;VERDE;1397;;0
12;LC;141202;E;12;0;;2.7327;0.5031;0.08917;VERDE;1399;;0
12;LC;141202;E;12;0;;2.7327;0.5031;0.08917;VERDE;1400;;0
12;LC;141206;E;10;0;;2.11831;-0.44202;0.19567;BRANCA;1398;;0
12;LC;141263;E;10;0;;2.2051;1.8988;0.16464;AZUL;1353;;0
12;LC;141263;E;10;0;;2.2051;1.8988;0.16464;AZUL;1441;;0
12;LC;141799;B;16;0;;0.97991;0.88701;0.02074;AMARELA;1396;;0
12;LC;150766;D;20;0;;5.24443;0.2992;0.19478;AZUL;1395;;0
13;LC;26631;D;15;0;;2.03866;1.24664;0.21583;BRANCA;1356;;0
13;LC;26631;D;15;0;;2.03866;1.24664;0.21583;BRANCA;1444;;0
13;LC;140935;C;16;0;;1.38987;1.48831;0.2771;AZUL;1353;;0
13;LC;140935;C;16;0;;1.38987;1.48831;0.2771;AZUL;1441;;0
13;LC;141244;E;9;0;;4.0067;0.04613;0.2554;LARANJA;1401;;1
13;LC;141244;E;9;0;;4.0067;0.04613;0.2554;LARANJA;1402;;1
13;LC;141244;E;9;0;;4.0067;0.04613;0.2554;LEITOR TELA;1406;;1
13;LC;141244;E;9;0;;4.0067;0.04613;0.2554;ROXA;1403;;0
13;LC;141244;E;9;0;;4.0067;0.04613;0.2554;ROXA;1404;;0
13;LC;141244;E;9;0;;4.0067;0.04613;0.2554;ROXA;1405;;0
13;LC;141244;E;9;0;;4.0067;0.04613;0.2554;VERDE;1397;;0
13;LC;141244;E;9;0;;4.0067;0.04613;0.2554;VERDE;1399;;0
13;LC;141244;E;9;0;;4.0067;0.04613;0.2554;VERDE;1400;;0
13;LC;141446;C;27;0;;1.53078;0.23278;0.20717;AMARELA;1354;;0
13;LC;141446;C;27;0;;1.53078;0.23278;0.20717;AMARELA;1442;;0
13;LC;150425;C;29;0;;4.01406;0.2854;0.20514;BRANCA;1398;;0
4;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;AMARELA;1354;0;0
4;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;AMARELA;1442;0;0
4;LC;140663;D;5;0;;1.59952;1.88032;0.12125;BRANCA;1356;1;0
4;LC;140663;D;5;0;;1.59952;1.88032;0.12125;BRANCA;1444;1;0
4;LC;140727;C;6;0;;1.90346;0.06765;0.17804;AMARELA;1354;1;0
4;LC;140727;C;6;0;;1.90346;0.06765;0.17804;AMARELA;1442;1;0
4;LC;140760;A;6;0;;2.84933;0.97227;0.14988;AMARELA;1396;1;0
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;LARANJA;1319;1;1
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;LARANJA;1320;1;1
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;LARANJA;1359;1;1
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;LARANJA;1360;1;1
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;LEITOR TELA;1322;1;1
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;LEITOR TELA;1362;1;1
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;VERDE;1355;1;0
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;VERDE;1357;1;0
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;VERDE;1358;1;0
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;VERDE;1443;1;0
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;VERDE;1445;1;0
4;LC;140787;D;8;0;;1.68516;1.29852;0.17632;VERDE;1446;1;0
4;LC;140789;D;8;0;;1.94088;1.08527;0.16079;LARANJA;1401;1;1
4;LC;140789;D;8;0;;1.94088;1.08527;0.16079;LARANJA;1402;1;1
4;LC;140789;D;8;0;;1.94088;1.08527;0.16079;LEITOR TELA;1406;1;1
4;LC;140789;D;8;0;;1.94088;1.08527;0.16079;ROXA;1403;1;0
4;LC;140789;D;8;0;;1.94088;1.08527;0.16079;ROXA;1404;1;0
4;LC;140789;D;8;0;;1.94088;1.08527;0.16079;ROXA;1405;1;0
4;LC;140789;D;8;0;;1.94088;1.08527;0.16079;VERDE;1397;1;0
4;LC;140789;D;8;0;;1.94088;1.08527;0.16079;VERDE;1399;1;0
4;LC;140789;D;8;0;;1.94088;1.08527;0.16079;VERDE;1400;1;0
5;LC;61929;C;6;0;;5.00865;0.50119;0.13688;BRANCA;1398;0;0
5;LC;97312;E;7;0;;3.84493;0.88646;0.10345;AZUL;1395;0;0
5;LC;118157;A;8;0;;2.78496;0.52101;0.15014;AMARELA;1396;0;0
5;LC;118157;A;8;0;;2.78496;0.52101;0.15014;LARANJA;1401;0;1
5;LC;118157;A;8;0;;2.78496;0.52101;0.15014;LARANJA;1402;0;1
5;LC;118157;A;8;0;;2.78496;0.52101;0.15014;LEITOR TELA;1406;0;1
5;LC;118157;A;8;0;;2.78496;0.52101;0.15014;ROXA;1403;0;0
5;LC;118157;A;8;0;;2.78496;0.52101;0.15014;ROXA;1404;0;0
5;LC;118157;A;8;0;;2.78496;0.52101;0.15014;ROXA;1405;0;0
5;LC;118157;A;8;0;;2.78496;0.52101;0.15014;VERDE;1397;0;0
5;LC;118157;A;8;0;;2.78496;0.52101;0.15014;VERDE;1399;0;0
5;LC;118157;A;8;0;;2.78496;0.52101;0.15014;VERDE;1400;0;0
5;LC;118208;C;8;0;;1.47453;0.40487;0.18029;BRANCA;1356;1;0
5;LC;118208;C;8;0;;1.47453;0.40487;0.18029;BRANCA;1444;1;0
5;LC;118285;B;8;0;;2.4521;0.40325;0.20257;AMARELA;1354;0;0
5;LC;118285;B;8;0;;2.4521;0.40325;0.20257;AMARELA;1442;0;0
5;LC;118285;B;8;0;;2.4521;0.40325;0.20257;AZUL;1353;0;0
5;LC;118285;B;8;0;;2.4521;0.40325;0.20257;AZUL;1441;0;0
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;LARANJA;1319;0;1
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;LARANJA;1320;0;1
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;LARANJA;1359;0;1
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;LARANJA;1360;0;1
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;LEITOR TELA;1322;0;1
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;LEITOR TELA;1362;0;1
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;VERDE;1355;0;0
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;VERDE;1357;0;0
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;VERDE;1358;0;0
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;VERDE;1443;0;0
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;VERDE;1445;0;0
5;LC;140591;D;7;0;;1.58965;-0.54366;0.20012;VERDE;1446;0;0
5;LC;140710;C;7;0;;1.2195;1.21829;0.22976;AMARELA;1396;1;0
5;LC;140714;D;6;0;;1.84217;0.95735;0.20836;BRANCA;1356;0;0
5;LC;140714;D;6;0;;1.84217;0.95735;0.20836;BRANCA;1444;0;0
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;AZUL;1353;1;0
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;AZUL;1441;1;0
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;LARANJA;1319;1;1
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;LARANJA;1320;1;1
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;LARANJA;1359;1;1
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;LARANJA;1360;1;1
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;LEITOR TELA;1322;1;1
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;LEITOR TELA;1362;1;1
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;VERDE;1355;1;0
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;VERDE;1357;1;0
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;VERDE;1358;1;0
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;VERDE;1443;1;0
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;VERDE;1445;1;0
5;LC;140727;C;6;0;;1.90346;0.06765;0.17804;VERDE;1446;1;0
5;LC;140760;A;6;0;;2.84933;0.97227;0.14988;AZUL;1395;1;0
5;LC;140760;A;6;0;;2.84933;0.97227;0.14988;BRANCA;1398;1;0
5;LC;140787;D;8;0;;1.68516;1.29852;0.17632;AMARELA;1354;1;0
5;LC;140787;D;8;0;;1.68516;1.29852;0.17632;AMARELA;1442;1;0
5;LC;141730;D;8;0;;1.90192;0.6706;0.16827;LARANJA;1401;1;1
5;LC;141730;D;8;0;;1.90192;0.6706;0.16827;LARANJA;1402;1;1
5;LC;141730;D;8;0;;1.90192;0.6706;0.16827;LEITOR TELA;1406;1;1
5;LC;141730;D;8;0;;1.90192;0.6706;0.16827;ROXA;1403;1;0
5;LC;141730;D;8;0;;1.90192;0.6706;0.16827;ROXA;1404;1;0
5;LC;141730;D;8;0;;1.90192;0.6706;0.16827;ROXA;1405;1;0
5;LC;141730;D;8;0;;1.90192;0.6706;0.16827;VERDE;1397;1;0
5;LC;141730;D;8;0;;1.90192;0.6706;0.16827;VERDE;1399;1;0
5;LC;141730;D;8;0;;1.90192;0.6706;0.16827;VERDE;1400;1;0
6;LC;26631;D;15;0;;2.03866;1.24664;0.21583;AMARELA;1354;;0
6;LC;26631;D;15;0;;2.03866;1.24664;0.21583;AMARELA;1442;;0
6;LC;118217;D;9;0;;2.59075;0.81709;0.21069;AMARELA;1396;;0
6;LC;141236;D;12;0;;1.92079;1.62104;0.1821;ROXA;1403;;0
6;LC;141236;D;12;0;;1.92079;1.62104;0.1821;ROXA;1404;;0
6;LC;141236;D;12;0;;1.92079;1.62104;0.1821;ROXA;1405;;0
6;LC;141444;C;18;0;;2.10871;0.63797;0.12831;LARANJA;1401;;1
6;LC;141444;C;18;0;;2.10871;0.63797;0.12831;LARANJA;1402;;1
6;LC;141444;C;18;0;;2.10871;0.63797;0.12831;LEITOR TELA;1406;;1
6;LC;141444;C;18;0;;2.10871;0.63797;0.12831;VERDE;1397;;0
6;LC;141444;C;18;0;;2.10871;0.63797;0.12831;VERDE;1399;;0
6;LC;141444;C;18;0;;2.10871;0.63797;0.12831;VERDE;1400;;0
6;LC;141803;D;10;0;;2.38414;1.01911;0.12279;BRANCA;1398;;0
6;LC;150605;E;29;0;;1.68854;0.00982;0.20499;BRANCA;1356;;0
6;LC;150605;E;29;0;;1.68854;0.00982;0.20499;BRANCA;1444;;0
6;LC;150629;D;18;0;;1.63483;0.22791;0.18384;AZUL;1353;;0
6;LC;150629;D;18;0;;1.63483;0.22791;0.18384;AZUL;1441;;0
17;LC;96456;E;22;0;;2.85265;0.96695;0.12627;AZUL;1353;;0
17;LC;96456;E;22;0;;2.85265;0.96695;0.12627;AZUL;1441;;0
17;LC;111901;B;1;0;;3.8859;0.87601;0.19923;BRANCA;1398;;0
17;LC;140816;A;19;0;;2.384;1.68908;0.25667;AMARELA;1354;;0
17;LC;140816;A;19;0;;2.384;1.68908;0.25667;AMARELA;1442;;0
17;LC;140935;C;16;0;;1.38987;1.48831;0.2771;BRANCA;1356;;0
17;LC;140935;C;16;0;;1.38987;1.48831;0.2771;BRANCA;1444;;0
17;LC;141799;B;16;0;;0.97991;0.88701;0.02074;LARANJA;1401;;1
17;LC;141799;B;16;0;;0.97991;0.88701;0.02074;LARANJA;1402;;1
17;LC;141799;B;16;0;;0.97991;0.88701;0.02074;LEITOR TELA;1406;;1
17;LC;141799;B;16;0;;0.97991;0.88701;0.02074;ROXA;1403;;0
17;LC;141799;B;16;0;;0.97991;0.88701;0.02074;ROXA;1404;;0
17;LC;141799;B;16;0;;0.97991;0.88701;0.02074;ROXA;1405;;0
17;LC;141799;B;16;0;;0.97991;0.88701;0.02074;VERDE;1397;;0
17;LC;141799;B;16;0;;0.97991;0.88701;0.02074;VERDE;1399;;0
17;LC;141799;B;16;0;;0.97991;0.88701;0.02074;VERDE;1400;;0
17;LC;150627;E;23;0;;4.32713;-0.03216;0.14822;AZUL;1395;;0
17;LC;150676;B;4;0;;1.5787;-0.00945;0.05369;AMARELA;1396;;0
17;LC;150684;B;28;0;;1.05578;0.18306;0.20969;LARANJA;1319;;1
17;LC;150684;B;28;0;;1.05578;0.18306;0.20969;LARANJA;1320;;1
17;LC;150684;B;28;0;;1.05578;0.18306;0.20969;LARANJA;1359;;1
17;LC;150684;B;28;0;;1.05578;0.18306;0.20969;LARANJA;1360;;1
